what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1626705401410
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1626705401411
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1626705401412
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1626705401413
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1626705401413
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1626705401414
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1626705401415
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1626705401416
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1626705401416
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1626705401417
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1626705401417
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1626705401418
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1626705401418
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1626705401419
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1626705401419
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1626705401420
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1626705401421
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1626705401422
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1626705401423
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1626705401423
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1626705401424
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1626705401424
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1626705401425
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1626705401426
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1626705401426
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1626705401427
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1626705401427
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1626705401428
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1626705401428
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1626705401429
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1626705401430
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1626705401431
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1626705401431
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1626705401431
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1626705401432
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1626705401432
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1626705401433
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1626705401434
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1626705401434
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1626705401435
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1626705401435
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1626705401436
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1626705401437
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1626705401438
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1626705401438
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1626705401439
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1626705401439
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1626705401440
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1626705401440
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1626705401441
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1626705401441
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1626705401442
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1626705401443
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1626705401443
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1626705401444
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1626705401444
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1626705401445
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1626705401445
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1626705401445
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1626705401446
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1626705401446
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1626705401446
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1626705401447
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1626705401447
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1626705401448
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1626705401448
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1626705401449
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1626705401449
started,bundle,com.altera.sbtgui.integration,13.1.0.162,"com.altera.sbtgui.integration",1626705401449
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1626705401450
started,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1626705401451
started,bundle,com.altera.sbtgui.ui,13.1.0.162,"com.altera.sbtgui.ui",1626705401451
started,bundle,com.altera.systemconsole,13.1.0.162,"com.altera.systemconsole",1626705401451
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.162,"com.altera.systemconsole.designs.plugin",1626705401452
started,bundle,com.altera.utilities,13.1.0.162,"com.altera.utilities",1626705401452
os,sysinfo,,,"win32",1626705401454
arch,sysinfo,,,"x86",1626705401454
ws,sysinfo,,,"win32",1626705401454
locale,sysinfo,,,"zh_CN",1626705401454
processors,sysinfo,,,"8",1626705401454
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1626705401454
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1626705401454
java.specification.name,sysinfo,,,"Java Platform API Specification",1626705401454
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1626705401454
java.specification.version,sysinfo,,,"1.6",1626705401454
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1626705401454
java.version,sysinfo,,,"1.6.0_23",1626705401454
java.vm.info,sysinfo,,,"mixed mode",1626705401454
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1626705401454
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1626705401454
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1626705401454
java.vm.specification.version,sysinfo,,,"1.0",1626705401454
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1626705401454
java.vm.version,sysinfo,,,"19.0-b09",1626705401454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626705403230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626705408637
started,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1626705411129
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1626705415391
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1626705415518
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1626705415523
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1626705415524
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1626705415525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626705417184
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1626705568362
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1626705568403
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1626705568925
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1626705574506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626705599987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626705619728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626705632275
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1626705633669
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1626705633673
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1626705634515
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1626705634519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626705648413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626705729562
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1626705733082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626705733367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626705772482
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1626705774678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626705774966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706072032
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1626706123247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706128186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706133516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706150269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706152056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706153508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706153742
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706153825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706154733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706155057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706213962
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1626706223302
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706224141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706365584
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1626706369722
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1626706372838
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1626706381224
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1626706384922
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1626706387616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706399472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706413012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706422408
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1626706436344
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1626706436376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706438736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706440833
opened,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1626706448266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706448657
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1626706449112
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1626706449156
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1626706451359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706458134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706459020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706462911
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1626706484716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706533936
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1626706541245
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1626706541285
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1626706542842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706549968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706555170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706559563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706559632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706561436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706563200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706565913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706566006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706570067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706570143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706692028
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706705390
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1626706772311
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1626706772372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706797214
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706797840
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706797903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706877279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626706895174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626708414963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626708414968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626708415014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626708416833
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626708418550
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1626708418725
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1626708419089
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1626708419089
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1626708419090
stopped,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1626708420090
stopped,bundle,com.altera.sbtgui.ui,13.1.0.162,"com.altera.sbtgui.ui",1626708420090
stopped,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1626708420090
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1626708420090
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1626708420090
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1626708420090
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1626708420090
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1626708420090
stopped,bundle,com.altera.sbt4e.launch,13.1.0.162,"com.altera.sbt4e.launch",1626708420091
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1626708420091
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1626708420093
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1626708420094
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1626708420094
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1626708420095
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1626708420096
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1626708420096
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1626708420096
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1626708420096
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1626708420097
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1626708420097
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1626708420097
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1626708420099
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1626708420099
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1626708420102
stopped,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1626708420102
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1626708420102
stopped,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1626708420102
stopped,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1626708420102
stopped,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1626708420102
stopped,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1626708420102
stopped,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1626708420103
stopped,bundle,com.altera.sbtgui.flash.plugin,13.1.0.162,"com.altera.sbtgui.flash.plugin",1626708420104
stopped,bundle,com.altera.sbtgui.gprof,13.1.0.162,"com.altera.sbtgui.gprof",1626708420105
stopped,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1626708420105
stopped,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1626708420105
stopped,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1626708420105
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1626708420106
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1626708420106
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1626708420106
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1626708420107
stopped,bundle,org.eclipse.rse.importexport,1.2.200.v201105021534,"org.eclipse.rse.importexport",1626708420108
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.200.v201101042155,"org.eclipse.rse.subsystems.shells.telnet",1626708420109
stopped,bundle,org.eclipse.rse.shells.ui,3.0.301.R33x_v201107181530,"org.eclipse.rse.shells.ui",1626708420110
stopped,bundle,org.eclipse.rse.files.ui,3.2.1.R33x_v201109141647,"org.eclipse.rse.files.ui",1626708420111
